sensor_id,timestamp,latitude,longitude,ph,turbidity,temperature,conductivity
"sensor-2","2025-12-15T22:17:06.132Z",45.767668,4.826688,7.05,3.11,18.49,1373.24
"sensor-3","2025-12-15T22:17:06.133Z",43.286734,5.386694,7.6,1.32,19.69,1397.86
"sensor-1","2025-12-15T22:17:11.145Z",48.855383,2.364924,7.13,2.01,16.85,947.27
"sensor-2","2025-12-15T22:17:11.148Z",45.782833,4.819767,7.24,3.37,18.81,1246.22
"sensor-3","2025-12-15T22:17:11.149Z",43.308017,5.378461,7.24,2.13,21.09,1443.09
"sensor-1","2025-12-15T22:17:16.149Z",48.840534,2.339079,6.98,2.57,14.31,912.69
"sensor-2","2025-12-15T22:17:16.151Z",45.767802,4.839229,7.18,3.14,17.62,1114.46
"sensor-3","2025-12-15T22:17:16.152Z",43.305034,5.377386,7.76,1.98,18.34,1502.59
"sensor-1","2025-12-15T22:17:21.155Z",48.836753,2.346297,7.03,2.4,15.96,619.28
"sensor-2","2025-12-15T22:17:21.158Z",45.781686,4.833905,6.71,3.47,18.03,1166.48
"sensor-3","2025-12-15T22:17:21.159Z",43.286967,5.358288,7.33,1.58,18.82,1326.58
"sensor-1","2025-12-15T22:17:26.158Z",48.857662,2.342449,7.28,2.73,15.38,639.88
"sensor-2","2025-12-15T22:17:26.161Z",45.777203,4.849905,7.25,2.62,19.14,1016.35
"sensor-3","2025-12-15T22:17:26.163Z",43.298886,5.354304,7.54,1.47,21.9,1578.28
"sensor-1","2025-12-15T22:17:31.158Z",48.857874,2.357692,7.37,2.69,14.98,724.91
"sensor-2","2025-12-15T22:17:31.160Z",45.750504,4.82017,7.22,3.45,19.52,1084.24
"sensor-3","2025-12-15T22:17:31.161Z",43.280673,5.362507,7.59,1.47,18.35,1533.08
"sensor-1","2025-12-15T22:17:36.167Z",48.84239,2.355832,7.34,2.13,15.24,785.62
"sensor-2","2025-12-15T22:17:36.169Z",45.755663,4.855443,7.04,3.09,18.55,1314.54
"sensor-3","2025-12-15T22:17:36.170Z",43.314121,5.374513,7.69,2.18,18.86,1378.72
"sensor-1","2025-12-15T22:17:41.177Z",48.856179,2.357417,7.27,2.82,16.56,903.7
"sensor-2","2025-12-15T22:17:41.179Z",45.780809,4.840778,6.87,2.76,16.28,1339.87
"sensor-3","2025-12-15T22:17:41.180Z",43.305809,5.363376,7.62,1.58,20.07,1568.73
"sensor-1","2025-12-15T22:17:46.194Z",48.852443,2.360208,6.92,2.44,13.92,667.45
"sensor-2","2025-12-15T22:17:46.195Z",45.761344,4.834309,6.91,2.87,18.24,1039.18
"sensor-3","2025-12-15T22:17:46.196Z",43.290705,5.370272,7.8,1.82,19.35,1368.12
"sensor-1","2025-12-15T22:17:51.205Z",48.853383,2.33602,7.44,2.98,13.84,979.1
"sensor-2","2025-12-15T22:17:51.207Z",45.761715,4.854441,6.78,2.65,16.98,1000.96
"sensor-3","2025-12-15T22:17:51.208Z",43.284599,5.357605,7.45,1.78,18.91,1373.01
"sensor-1","2025-12-15T22:17:56.212Z",48.862378,2.361923,7.1,2.38,13.49,876.1
"sensor-2","2025-12-15T22:17:56.214Z",45.762445,4.815709,6.98,3.49,19.86,1012.82
"sensor-3","2025-12-15T22:17:56.215Z",43.308114,5.382341,7.48,1.32,20.49,1352.78
"sensor-1","2025-12-15T22:18:01.212Z",48.848743,2.364024,6.99,2.42,13.3,638.19
"sensor-2","2025-12-15T22:18:01.215Z",45.750325,4.826222,6.9,2.58,18.85,1234.13
"sensor-3","2025-12-15T22:18:01.216Z",43.300749,5.358996,7.4,2.25,21.04,1362.07
"sensor-1","2025-12-15T22:18:06.224Z",48.866478,2.365701,7.45,2.52,16.99,820.49
"sensor-2","2025-12-15T22:18:06.226Z",45.772178,4.844795,7.28,3.33,17.09,1072.39
"sensor-3","2025-12-15T22:18:06.227Z",43.293499,5.378684,7.4,1.93,21.27,1406.32
"sensor-1","2025-12-15T22:18:11.240Z",48.862779,2.36237,7.21,2.01,13.95,985.47
"sensor-2","2025-12-15T22:18:11.243Z",45.745211,4.823859,7.11,3.28,19.54,1075.34
"sensor-3","2025-12-15T22:18:11.244Z",43.310537,5.357355,7.24,1.41,21.01,1514
"sensor-1","2025-12-15T22:18:16.250Z",48.862874,2.352974,7.43,2.98,15.66,759.62
"sensor-2","2025-12-15T22:18:16.253Z",45.774798,4.848015,6.86,3.11,17.81,1071.99
"sensor-3","2025-12-15T22:18:16.254Z",43.290341,5.364697,7.6,2.11,18.04,1492.07
"sensor-1","2025-12-15T22:18:21.260Z",48.838995,2.362276,6.9,2.96,14.13,991.98
"sensor-2","2025-12-15T22:18:21.262Z",45.771772,4.822789,6.8,3.03,16.25,1370.26
"sensor-3","2025-12-15T22:18:21.263Z",43.294306,5.355536,7.49,2.04,19.9,1650.99
"sensor-1","2025-12-15T22:18:26.269Z",48.850407,2.345153,6.94,2.75,13.31,695.24
"sensor-2","2025-12-15T22:18:26.272Z",45.778509,4.824773,7.24,3.32,19.31,4991.64
"sensor-3","2025-12-15T22:18:26.273Z",43.312645,5.374777,7.55,1.5,18.17,1456.05
"sensor-1","2025-12-15T22:18:31.283Z",48.851151,2.342649,7.16,2.13,16.86,645.31
"sensor-2","2025-12-15T22:18:31.286Z",45.77742,4.854359,7.26,2.63,16.83,1230.8
"sensor-3","2025-12-15T22:18:31.286Z",43.302444,5.355257,7.66,1.51,20.46,1699.48
"sensor-1","2025-12-15T22:18:36.288Z",48.874887,2.354417,7.31,2.72,14.7,770.84
"sensor-2","2025-12-15T22:18:36.291Z",45.751683,4.832687,7.08,3.23,16.19,1171.65
"sensor-3","2025-12-15T22:18:36.292Z",43.29129,5.372077,7.66,1.96,18.97,1538.7
"sensor-1","2025-12-15T22:18:41.293Z",48.862169,2.345109,7.12,2.22,13.65,841.11
"sensor-2","2025-12-15T22:18:41.296Z",45.757174,4.844789,7.12,3.14,17.05,1179.76
"sensor-3","2025-12-15T22:18:41.297Z",43.277946,5.35324,7.48,1.9,21.76,1534.15
"sensor-1","2025-12-15T22:18:46.306Z",48.873441,2.361894,6.93,2.53,16.67,827.01
"sensor-2","2025-12-15T22:18:46.307Z",45.781307,4.820579,7.16,3.05,19.47,1064.8
"sensor-3","2025-12-15T22:18:46.307Z",43.279526,5.358841,7.68,1.82,19.9,1353.23
"sensor-1","2025-12-15T22:18:51.316Z",48.838071,2.360556,7.48,2.16,14.42,686.57
"sensor-2","2025-12-15T22:18:51.321Z",45.771944,4.834094,6.71,2.54,19.08,1170.99
"sensor-3","2025-12-15T22:18:51.327Z",43.290476,5.382065,7.3,2.25,20.06,1383.43
"sensor-1","2025-12-15T22:18:56.317Z",48.844726,2.341678,7.41,2.05,13.49,608.33
"sensor-2","2025-12-15T22:18:56.321Z",45.756674,4.845018,7.28,2.93,17.23,1055.36
"sensor-3","2025-12-15T22:18:56.322Z",43.292747,5.387608,7.46,2.15,18.69,1602.07
"sensor-1","2025-12-15T22:19:01.329Z",48.850185,2.348897,7.08,2.6,15.03,688.65
"sensor-2","2025-12-15T22:19:01.331Z",45.755078,4.854022,7.3,3.38,18.59,1264.47
"sensor-3","2025-12-15T22:19:01.332Z",43.310452,5.355234,7.66,1.74,21.14,1418.68
"sensor-1","2025-12-15T22:19:06.336Z",48.865681,2.33221,7.15,2.43,15.52,825.21
"sensor-2","2025-12-15T22:19:06.337Z",45.766749,4.825219,6.86,2.75,17.8,1063.94
"sensor-3","2025-12-15T22:19:06.338Z",43.284318,5.353483,7.61,1.79,21.42,1509.58
"sensor-1","2025-12-15T22:19:11.338Z",48.84008,2.36964,6.91,2.36,16.98,607.36
"sensor-2","2025-12-15T22:19:11.341Z",45.760044,4.826284,6.75,2.74,17.94,1394.46
"sensor-3","2025-12-15T22:19:11.342Z",43.276549,5.380392,7.54,1.49,18.31,1306.12
"sensor-1","2025-12-15T22:19:16.341Z",48.859618,2.358915,7.48,2.35,14.91,715.99
"sensor-2","2025-12-15T22:19:16.344Z",45.773603,4.829684,7.27,2.55,19.6,1148.69
"sensor-3","2025-12-15T22:19:16.344Z",43.311173,5.374336,7.35,1.64,20.96,3227.43
"sensor-1","2025-12-15T22:19:21.349Z",48.860548,2.341256,7.34,2.89,14.14,781.66
"sensor-2","2025-12-15T22:19:21.350Z",45.745962,4.835233,6.99,3.46,16.52,1094.29
"sensor-3","2025-12-15T22:19:21.351Z",43.295112,5.352853,7.46,1.75,21.42,1467.89
"sensor-1","2025-12-15T22:19:26.350Z",48.864566,2.339176,6.92,2.63,16.91,688.14
"sensor-2","2025-12-15T22:19:26.353Z",45.763072,4.817839,7.12,3.02,16.73,1116.79
"sensor-3","2025-12-15T22:19:26.354Z",43.293591,5.351407,7.63,1.42,19.32,1683.97
"sensor-1","2025-12-15T22:19:31.362Z",48.856908,2.350804,6.98,2.6,16.91,789.49
"sensor-2","2025-12-15T22:19:31.365Z",45.766683,4.831383,7.09,2.73,17.48,1170.06
"sensor-3","2025-12-15T22:19:31.366Z",43.311295,5.385516,7.62,2.15,19.31,1508.96
"sensor-1","2025-12-15T22:19:36.372Z",48.850392,2.335616,7.22,2.92,16.64,814.38
"sensor-2","2025-12-15T22:19:36.373Z",45.765919,4.830943,6.97,2.74,16.48,1121.48
"sensor-3","2025-12-15T22:19:36.374Z",43.289769,5.388565,3.96,1.41,20.46,1334.94
"sensor-1","2025-12-15T22:19:41.378Z",48.838681,2.344744,7.1,2.75,14.9,768.79
"sensor-2","2025-12-15T22:19:41.381Z",45.768975,4.848395,7.08,3.38,18.93,1127.66
"sensor-3","2025-12-15T22:19:41.382Z",43.310658,5.372639,7.77,2.29,19.26,1439.78
"sensor-1","2025-12-15T22:19:46.379Z",48.841904,2.361612,7.28,2.65,16.7,733.75
"sensor-2","2025-12-15T22:19:46.381Z",45.752162,4.822273,6.86,9.49,19.83,1317.32
"sensor-3","2025-12-15T22:19:46.382Z",43.305633,5.371774,7.21,1.9,20.79,1389.56
"sensor-1","2025-12-15T22:19:51.390Z",48.874983,2.371299,7.11,2.96,13.47,754.11
"sensor-2","2025-12-15T22:19:51.392Z",45.779372,4.822964,6.99,2.64,17.72,1253.72
"sensor-3","2025-12-15T22:19:51.393Z",43.277131,5.35923,7.49,2.29,21.32,1529.86
"sensor-1","2025-12-15T22:19:56.402Z",48.873974,2.349859,6.98,2.54,13.14,875.18
"sensor-2","2025-12-15T22:19:56.405Z",45.772827,4.849226,7.19,3.08,16.44,1119.65
"sensor-3","2025-12-15T22:19:56.406Z",43.285299,5.374132,7.35,2.26,21.59,1471.93
"sensor-1","2025-12-15T22:20:01.409Z",48.846758,2.345633,6.97,2.09,14.33,794.19
"sensor-2","2025-12-15T22:20:01.411Z",45.74475,4.839874,7.07,2.93,17.44,1200.82
"sensor-3","2025-12-15T22:20:01.413Z",43.300451,5.351193,7.36,2,18.43,1395.23
"sensor-1","2025-12-15T22:20:06.418Z",48.858308,2.353149,7.49,2.04,14.81,827.76
"sensor-2","2025-12-15T22:20:06.421Z",45.781829,4.840785,6.87,3.46,17.68,1291.74
"sensor-3","2025-12-15T22:20:06.423Z",43.2986,5.381491,7.31,2.1,18.58,1353.21
"sensor-1","2025-12-15T22:20:11.430Z",48.859052,2.339282,7.27,2.29,16.81,692.84
"sensor-2","2025-12-15T22:20:11.433Z",45.773039,4.849971,6.87,3.04,18.39,1364.26
"sensor-3","2025-12-15T22:20:11.434Z",43.304497,5.377332,7.72,1.46,18.85,1628.79
"sensor-1","2025-12-15T22:20:16.444Z",48.842716,2.370684,7.21,2.31,14.11,684.42
"sensor-2","2025-12-15T22:20:16.446Z",45.783407,4.834783,7.3,2.85,18.27,1356.15
"sensor-3","2025-12-15T22:20:16.447Z",43.290488,5.366681,7.35,2.06,18.54,1583.83
"sensor-1","2025-12-15T22:20:21.455Z",48.848038,2.338093,7.09,2.79,16.32,865.15
"sensor-2","2025-12-15T22:20:21.458Z",45.777881,4.829186,6.71,3.24,18.49,1088.56
"sensor-3","2025-12-15T22:20:21.459Z",43.303974,5.35174,7.46,1.86,19.42,1633.63
"sensor-1","2025-12-15T22:20:26.463Z",48.862519,2.35135,7.07,2.53,15.45,616.88
"sensor-2","2025-12-15T22:20:26.465Z",45.75653,4.85243,7.13,2.8,16.76,1122.5
"sensor-3","2025-12-15T22:20:26.465Z",43.280268,5.352261,7.63,1.7,19.81,1348.57
"sensor-1","2025-12-15T22:20:31.465Z",48.862731,2.362668,7.26,2.73,13.37,714.71
"sensor-2","2025-12-15T22:20:31.467Z",45.775818,4.843005,6.84,2.65,16.51,1304.74
"sensor-3","2025-12-15T22:20:31.468Z",43.293008,5.350077,7.54,2.16,18.7,1581.09
"sensor-1","2025-12-15T22:20:36.470Z",48.867061,2.344679,7.33,2.51,13.97,809.88
"sensor-2","2025-12-15T22:20:36.473Z",45.765658,4.843862,6.72,2.77,19.58,1119.04
"sensor-3","2025-12-15T22:20:36.474Z",43.298808,5.35607,7.63,1.4,19.74,1572.47
"sensor-1","2025-12-15T22:20:41.480Z",48.87532,2.363141,7.49,2.26,15.74,895.76
"sensor-2","2025-12-15T22:20:41.481Z",45.763558,4.842103,6.72,2.67,19.97,1000.77
"sensor-3","2025-12-15T22:20:41.482Z",43.31088,5.354637,7.37,1.56,20.82,1311.01
"sensor-1","2025-12-15T22:20:46.483Z",48.874975,2.34786,7.12,2.59,14.56,824.56
"sensor-2","2025-12-15T22:20:46.485Z",45.767045,4.828846,9.24,2.73,18.04,1199.83
"sensor-3","2025-12-15T22:20:46.486Z",43.28904,5.378224,7.76,2.25,19.3,1356.15
"sensor-1","2025-12-15T22:20:51.492Z",48.852179,2.363941,6.94,2.89,15.27,677.63
"sensor-2","2025-12-15T22:20:51.493Z",45.751153,4.816529,7.23,2.92,17.24,1072.17
"sensor-3","2025-12-15T22:20:51.493Z",43.289615,5.360015,7.71,1.31,20.69,1352.62
"sensor-1","2025-12-15T22:20:56.504Z",48.866676,2.332444,7.25,2.72,13.15,622.08
"sensor-2","2025-12-15T22:20:56.506Z",45.779565,4.837248,7.13,2.69,16.51,1382.57
"sensor-3","2025-12-15T22:20:56.507Z",43.314433,5.353532,7.51,1.32,20.94,1368.93
"sensor-1","2025-12-15T22:21:01.512Z",48.844877,2.344271,7.05,2.27,13.74,974.54
"sensor-2","2025-12-15T22:21:01.514Z",45.745383,4.818164,6.97,3.33,16.13,1041.9
"sensor-3","2025-12-15T22:21:01.515Z",43.286168,5.365958,7.54,1.98,18.44,1542.03
"sensor-1","2025-12-15T22:21:06.526Z",48.860133,2.369975,7.17,2.77,14.79,804.79
"sensor-2","2025-12-15T22:21:06.528Z",45.766812,4.837722,7.09,2.53,17.33,1051.78
"sensor-3","2025-12-15T22:21:06.530Z",43.299957,5.378942,7.48,1.51,20.24,1439.56
"sensor-1","2025-12-15T22:21:11.534Z",48.864128,2.368918,6.95,2.84,15.43,789.93
"sensor-2","2025-12-15T22:21:11.535Z",45.779599,4.853359,6.98,3.4,19.75,1041.44
"sensor-3","2025-12-15T22:21:11.535Z",43.301599,5.358242,9.99,1.43,20.86,1652.35
"sensor-1","2025-12-15T22:21:16.534Z",48.857693,2.335801,7.33,2.05,16.81,649.35
"sensor-2","2025-12-15T22:21:16.537Z",45.744872,4.82548,7.04,2.62,17.87,1024.79
"sensor-3","2025-12-15T22:21:16.537Z",43.29545,5.375478,7.59,1.97,20.77,1499.61
"sensor-1","2025-12-15T22:21:21.548Z",48.846386,2.346,6.94,2.2,15.46,672.82
"sensor-2","2025-12-15T22:21:21.549Z",45.750206,4.840867,7.27,3.3,16.82,1188.59
"sensor-3","2025-12-15T22:21:21.550Z",43.306189,5.383076,7.35,2,18.89,1393.1
"sensor-1","2025-12-15T22:21:26.554Z",48.868106,2.366944,7.2,2.38,15.97,762.16
"sensor-2","2025-12-15T22:21:26.557Z",45.746503,4.835649,7.01,3.03,18.9,1041.91
"sensor-3","2025-12-15T22:21:26.557Z",43.291179,5.360137,7.37,2.12,18.61,1339.59
"sensor-1","2025-12-15T22:21:31.568Z",48.86286,2.334982,7.03,2.67,14.04,952.91
"sensor-2","2025-12-15T22:21:31.570Z",45.759991,4.844771,7.02,2.64,18.09,1251.49
"sensor-3","2025-12-15T22:21:31.570Z",43.286786,5.387132,7.78,1.63,19,1624.06
"sensor-1","2025-12-15T22:21:36.577Z",48.846966,2.358039,7.44,2.01,15.88,937.93
"sensor-2","2025-12-15T22:21:36.579Z",45.763925,4.827194,7.15,3.34,16.31,1176.65
"sensor-3","2025-12-15T22:21:36.580Z",43.2899,5.378349,7.77,1.7,21.39,1349.01
"sensor-1","2025-12-15T22:21:41.582Z",48.845446,2.369463,7.17,2.21,16.92,655.34
"sensor-2","2025-12-15T22:21:41.585Z",45.74731,4.847131,6.86,2.59,16.18,1058.28
"sensor-3","2025-12-15T22:21:41.586Z",43.297635,5.374925,7.56,2.14,21.01,1347.48
"sensor-1","2025-12-15T22:21:46.583Z",48.860348,2.333662,7.14,2.15,14.43,971.64
"sensor-2","2025-12-15T22:21:46.585Z",45.745231,4.854706,7.19,3.4,18.79,1218.73
"sensor-3","2025-12-15T22:21:46.587Z",43.30416,5.362074,9.48,2.23,21.1,1329.07
"sensor-1","2025-12-15T22:21:51.585Z",48.863363,2.340965,7.29,2.38,16.55,721.54
"sensor-2","2025-12-15T22:21:51.587Z",45.747228,4.837048,7.03,3.49,19.71,3620.15
"sensor-3","2025-12-15T22:21:51.589Z",43.302622,5.377529,7.61,2.28,18.67,1365.93
"sensor-1","2025-12-15T22:21:56.597Z",48.863436,2.34638,7.21,2.58,16.03,938.96
"sensor-2","2025-12-15T22:21:56.598Z",45.783993,4.847485,6.8,3.13,19.77,1201.97
"sensor-3","2025-12-15T22:21:56.600Z",43.280887,5.364864,7.45,2.14,18.85,1393.05
"sensor-1","2025-12-15T22:22:01.604Z",48.840948,2.358872,7.13,2.94,15.05,791.48
"sensor-2","2025-12-15T22:22:01.606Z",45.773001,4.845089,6.95,2.92,16.51,1257.14
"sensor-3","2025-12-15T22:22:01.607Z",43.314703,5.385161,7.6,1.67,21.67,1554.9
"sensor-1","2025-12-15T22:22:06.611Z",48.837848,2.363609,7.1,2.49,15.86,779.44
"sensor-2","2025-12-15T22:22:06.614Z",45.769514,4.854023,7.1,3.09,17.55,1277.45
"sensor-3","2025-12-15T22:22:06.614Z",43.312023,5.354961,7.65,2.1,21.21,1566.14
"sensor-1","2025-12-15T22:22:11.613Z",48.852343,2.359292,7.05,2.94,16.69,980.89
"sensor-2","2025-12-15T22:22:11.616Z",45.751473,4.83629,6.73,3.42,17.51,1149.94
"sensor-3","2025-12-15T22:22:11.616Z",43.311495,5.387772,7.69,2.01,19.1,1639.45
"sensor-1","2025-12-15T22:22:16.619Z",48.860864,2.350299,7.27,2.45,14.96,963.39
"sensor-2","2025-12-15T22:22:16.620Z",45.779769,4.853379,7.02,2.8,19.44,1274.94
"sensor-3","2025-12-15T22:22:16.620Z",43.28782,5.377976,7.39,1.87,21.04,1575.8
"sensor-1","2025-12-15T22:22:21.621Z",48.858048,2.346566,7.09,2.97,13.18,625.29
"sensor-2","2025-12-15T22:22:21.622Z",45.763096,4.83333,6.77,3.4,17.44,1117.35
"sensor-3","2025-12-15T22:22:21.622Z",43.313769,5.378501,7.61,1.73,18.2,1397.75
"sensor-1","2025-12-15T22:22:26.628Z",48.851453,2.337828,7.17,2.98,16.78,904.97
"sensor-2","2025-12-15T22:22:26.629Z",45.778128,4.850647,7.06,2.95,17.6,1083.95
"sensor-3","2025-12-15T22:22:26.629Z",43.28961,5.372665,7.2,1.71,19.75,1579.77
"sensor-1","2025-12-15T22:22:31.648Z",48.843542,2.335628,7.12,2.24,16.67,995.49
"sensor-2","2025-12-15T22:22:31.657Z",45.771156,4.835392,6.93,2.58,18.15,1281.1
"sensor-3","2025-12-15T22:22:31.658Z",43.314487,5.386837,7.7,1.38,19.31,1510.8
"sensor-1","2025-12-15T22:22:36.650Z",48.847422,2.367945,6.92,2.2,14.34,853.81
"sensor-2","2025-12-15T22:22:36.653Z",45.780644,4.823541,6.79,3.33,19.19,1394.16
"sensor-3","2025-12-15T22:22:36.654Z",43.297002,5.370868,7.79,1.42,19.83,1471.8
"sensor-1","2025-12-15T22:22:41.664Z",48.837226,2.370001,7.24,2.73,15.25,684.29
"sensor-2","2025-12-15T22:22:41.666Z",45.745727,4.852364,7.13,2.94,16.33,1379.79
"sensor-3","2025-12-15T22:22:41.667Z",43.276917,5.369772,9.28,2.15,21.44,1361.69
"sensor-1","2025-12-15T22:22:46.667Z",48.846624,2.346469,7.3,2.71,15.89,645.85
"sensor-2","2025-12-15T22:22:46.669Z",45.765353,4.84938,7.09,3.38,18.83,1064.81
"sensor-3","2025-12-15T22:22:46.670Z",43.313026,5.357919,7.49,2.19,21.69,1625.39
"sensor-1","2025-12-15T22:22:51.669Z",48.874913,2.370793,9.85,2.85,16.47,962.36
"sensor-2","2025-12-15T22:22:51.672Z",45.776902,4.837408,3.53,2.97,17.11,1148.6
"sensor-3","2025-12-15T22:22:51.673Z",43.291793,5.357363,7.49,2.23,20.76,1674.05
"sensor-1","2025-12-15T22:22:56.679Z",48.870699,2.353442,7.08,2.73,16.94,747.22
"sensor-2","2025-12-15T22:22:56.684Z",45.753992,4.831831,7.11,2.51,19.61,1024.98
"sensor-3","2025-12-15T22:22:56.686Z",43.289957,5.365301,7.47,1.46,21.91,1310.65
"sensor-1","2025-12-15T22:23:01.690Z",48.853507,2.357899,6.9,2.22,14.37,653.12
"sensor-2","2025-12-15T22:23:01.692Z",45.781161,4.838033,7.15,2.91,17.05,1276.64
"sensor-3","2025-12-15T22:23:01.693Z",43.308224,5.384911,7.78,1.33,19.49,1337.81
"sensor-1","2025-12-15T22:23:06.699Z",48.839428,2.333899,7.18,2.29,15.94,894.21
"sensor-2","2025-12-15T22:23:06.701Z",45.745311,4.848126,7.02,2.95,16.13,1264.74
"sensor-3","2025-12-15T22:23:06.702Z",43.294069,5.368693,7.44,1.34,18.9,1545.33
"sensor-1","2025-12-15T22:23:11.715Z",48.853228,2.341095,7.45,2.8,15.63,726.73
"sensor-2","2025-12-15T22:23:11.715Z",45.78191,4.847092,6.77,2.52,19.41,1126.89
"sensor-3","2025-12-15T22:23:11.716Z",43.308667,5.36659,7.75,1.72,20.97,1377.69
"sensor-1","2025-12-15T22:23:16.724Z",48.862664,2.359198,6.94,2.2,15.25,752.73
"sensor-2","2025-12-15T22:23:16.727Z",45.75695,4.829769,6.96,2.91,17.8,1132.17
"sensor-3","2025-12-15T22:23:16.728Z",43.315626,5.367223,7.33,2.15,21.02,1377.77
"sensor-1","2025-12-15T22:23:21.733Z",48.846149,2.366844,7.09,2.7,13.42,696.08
"sensor-2","2025-12-15T22:23:21.735Z",45.764537,4.855035,7.12,3.41,16.32,1003.06
"sensor-3","2025-12-15T22:23:21.736Z",43.315085,5.382146,7.48,1.78,18.61,1391.74
"sensor-1","2025-12-15T22:23:26.738Z",48.873858,2.33983,7.27,2.03,16.55,632.95
"sensor-2","2025-12-15T22:23:26.739Z",45.74719,4.823292,7.26,3.03,16.83,1368.62
"sensor-3","2025-12-15T22:23:26.740Z",43.283976,5.352842,7.56,1.36,21.59,1472.14
"sensor-1","2025-12-15T22:23:31.752Z",48.852905,2.359817,6.97,2.14,14.53,723.05
"sensor-2","2025-12-15T22:23:31.755Z",45.768637,4.830559,7.12,3.44,18.56,1356.69
"sensor-3","2025-12-15T22:23:31.756Z",43.301662,5.35801,7.21,1.57,18.07,1424.23
"sensor-1","2025-12-15T22:23:36.766Z",48.85869,2.343706,7.03,2.66,16.95,624.9
"sensor-2","2025-12-15T22:23:36.769Z",45.744912,4.816122,6.85,3.45,18.24,1138.74
"sensor-3","2025-12-15T22:23:36.770Z",43.300115,5.356656,7.52,1.3,19.59,1498.08
"sensor-1","2025-12-15T22:23:41.771Z",48.85938,2.362164,7.07,2.95,13.11,646.45
"sensor-2","2025-12-15T22:23:41.772Z",45.756127,4.829136,6.72,3.1,19.89,1389.04
"sensor-3","2025-12-15T22:23:41.773Z",43.311412,5.376937,7.48,2.25,19.09,1462.39
"sensor-1","2025-12-15T22:23:46.776Z",48.861392,2.360011,7.46,2.68,16.22,687.27
"sensor-2","2025-12-15T22:23:46.778Z",45.774726,4.842128,7.03,3.3,16.85,1357.2
"sensor-3","2025-12-15T22:23:46.779Z",43.277459,5.354919,7.79,1.58,21.67,1631.27
"sensor-1","2025-12-15T22:23:51.790Z",48.856431,2.332398,7.34,2.27,-3.93,851.27
"sensor-2","2025-12-15T22:23:51.793Z",45.77159,4.820861,6.85,2.55,18.91,1123.77
"sensor-3","2025-12-15T22:23:51.793Z",43.292293,5.372778,7.53,2.23,18.79,1316.8
"sensor-1","2025-12-15T22:23:56.797Z",48.848421,2.345792,6.99,9.51,15.24,952.22
"sensor-2","2025-12-15T22:23:56.800Z",45.765553,4.819641,7.13,2.92,17.25,1369.7
"sensor-3","2025-12-15T22:23:56.800Z",43.31587,5.380738,7.37,2.04,18.39,1432.21
"sensor-1","2025-12-15T22:24:01.802Z",48.837016,2.359482,7.14,2.78,13.17,718.75
"sensor-2","2025-12-15T22:24:01.804Z",45.764734,4.834222,7.23,2.66,17.96,1198.16
"sensor-3","2025-12-15T22:24:01.805Z",43.300949,5.38774,7.39,2.28,20.14,1421.37
"sensor-1","2025-12-15T22:24:06.811Z",48.863958,2.345229,6.94,2.81,14.3,635.46
"sensor-2","2025-12-15T22:24:06.814Z",45.745083,4.850166,6.92,2.99,16.38,1093.79
"sensor-3","2025-12-15T22:24:06.815Z",43.284952,5.376611,7.62,1.92,19.09,1486.54
"sensor-1","2025-12-15T22:24:11.820Z",48.840232,2.33282,6.94,2.18,13.76,685.17
"sensor-2","2025-12-15T22:24:11.822Z",45.77828,4.835058,6.8,3.35,16.5,1189.38
"sensor-3","2025-12-15T22:24:11.823Z",43.308683,5.387164,7.65,1.61,18.36,1354.41
"sensor-1","2025-12-15T22:24:16.833Z",48.856901,2.346484,7.03,2.24,13.21,902.78
"sensor-2","2025-12-15T22:24:16.836Z",45.758152,4.831603,7.18,3.06,16.6,1374.74
"sensor-3","2025-12-15T22:24:16.837Z",43.30559,5.38197,7.76,1.97,21.99,1467.6
"sensor-1","2025-12-15T22:24:21.846Z",48.871057,2.334818,7.4,2.38,16.36,915.33
"sensor-2","2025-12-15T22:24:21.848Z",45.75913,4.817506,7.04,2.71,19.48,1365.94
"sensor-3","2025-12-15T22:24:21.848Z",43.310584,5.351927,7.38,2.24,20.07,1483.99
"sensor-1","2025-12-15T22:24:26.856Z",48.869901,2.364366,7,2.59,13.55,951.01
"sensor-2","2025-12-15T22:24:26.858Z",45.76756,4.819996,7.18,2.76,16.04,1099.18
"sensor-3","2025-12-15T22:24:26.858Z",43.300631,5.385016,9.25,1.88,18.21,1541.94
"sensor-1","2025-12-15T22:24:31.870Z",48.849644,2.371542,7.05,2.4,13.54,610.77
"sensor-2","2025-12-15T22:24:31.872Z",45.770642,4.851065,6.77,3.26,16.68,1064.63
"sensor-3","2025-12-15T22:24:31.873Z",43.285193,5.380704,7.79,1.41,20.17,1684.1
"sensor-1","2025-12-15T22:24:36.879Z",48.855938,2.356968,7.01,2.72,16.7,855.09
"sensor-2","2025-12-15T22:24:36.881Z",45.761494,4.846828,6.95,3.42,16.02,1065.77
"sensor-3","2025-12-15T22:24:36.881Z",43.280581,5.354285,7.34,1.65,21.08,1456.29
"sensor-1","2025-12-15T22:24:41.890Z",48.839412,2.358319,7.46,2.31,13.28,940.72
"sensor-2","2025-12-15T22:24:41.893Z",45.771704,4.849543,6.72,2.88,17.38,1373.53
"sensor-3","2025-12-15T22:24:41.894Z",43.312151,5.369573,7.41,1.79,20.31,1638.8
